Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
2022,2,42,MIN,Andrew Booth,CB,21,2024,0,0,0,3,2,30,0,0,0,0,0,0,0,0,0,0,0,29,,,Clemson,College Stats
2022,2,43,NYG,Wan'Dale Robinson,WR,21,2024,0,0,0,11,11,38,0,0,0,0,0,14,104,1,176,1451,5,,,,Kentucky,College Stats
2022,2,44,HOU,John Metchie,WR,22,2024,0,0,0,3,3,29,0,0,0,0,0,1,4,0,40,412,1,1,,,Alabama,College Stats
2022,2,45,BAL,David Ojabo,LB,22,2024,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,11,,4.0,Michigan,College Stats
2022,2,46,DET,Josh Paschal,DE,22,2024,0,0,0,9,9,36,0,0,0,0,0,0,0,0,0,0,0,42,,5.0,Kentucky,College Stats
2022,2,47,WAS,Phidarian Mathis,DT,24,2024,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,10,,,Alabama,College Stats
2022,2,48,CHI,Jaquan Brisker,S,23,2024,0,0,2,11,11,35,0,0,0,0,0,0,0,0,0,0,0,162,3,6.0,Penn St.,College Stats
2022,2,49,NOR,Alontae Taylor,DB,23,2024,0,0,3,13,13,47,0,0,0,0,0,0,0,0,0,0,0,156,2,5.0,Tennessee,College Stats
2022,2,50,NWE,Tyquan Thornton,WR,21,2024,0,0,1,3,3,28,0,0,0,0,0,6,67,1,39,385,2,2,,,Baylor,College Stats
2022,2,51,PHI,Cam Jurgens,OL,23,2024,0,1,2,14,14,44,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,College Stats
2022,2,52,PIT,George Pickens,WR,21,2024,0,0,3,24,24,48,0,0,0,0,0,8,36,1,174,2841,12,1,,,Georgia,College Stats
2022,2,53,IND,Alec Pierce,WR,22,2024,0,0,3,15,15,49,0,0,0,0,0,0,0,0,110,1931,11,,,,Cincinnati,College Stats
2022,2,54,KAN,Skyy Moore,WR,21,2024,0,0,0,4,4,36,0,0,0,0,0,6,47,0,43,494,1,1,,,Western Michigan,College Stats
2022,2,55,ARI,Trey McBride,TE,22,2024,0,1,3,20,20,49,0,0,0,0,0,1,2,1,221,2236,6,7,,,Colorado St.,College Stats
2022,2,56,DAL,Sam Williams,DE,23,2023,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,30,,8.5,Mississippi,College Stats
2022,2,57,TAM,Luke Goedeke,OL,23,2024,0,0,2,17,17,41,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Michigan,College Stats
2022,2,58,ATL,Troy Andersen,LB,23,2024,0,0,0,6,6,26,0,0,0,0,0,0,0,0,0,0,0,75,1,0.5,Montana St.,
2022,2,59,MIN,Ed Ingram,G,23,2024,0,0,3,16,16,48,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats
2022,2,60,CIN,Cam Taylor-Britt,CB,22,2024,0,0,3,14,14,39,0,0,0,0,0,0,0,0,0,0,0,139,7,0.5,Nebraska,College Stats
2022,2,61,SFO,Drake Jackson,OLB,21,2023,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,12,1,6.0,USC,College Stats
2022,2,62,KAN,Bryan Cook,S,23,2024,0,0,2,12,12,45,0,0,0,0,0,0,0,0,0,0,0,103,3,1.0,Cincinnati,College Stats
2022,2,63,BUF,James Cook,RB,22,2024,0,2,2,28,28,49,0,0,0,0,0,533,2638,20,97,883,7,1,,,Georgia,College Stats
2022,2,64,DEN,Nik Bonitto,OLB,22,2024,0,1,1,21,21,47,0,0,0,0,0,0,0,0,0,0,0,62,1,23.0,Oklahoma,College Stats
2022,3,65,JAX,Luke Fortner,G,24,2024,0,0,2,17,17,51,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats
2022,3,66,MIN,Brian Asamoah,LB,22,2024,0,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,17,,,Oklahoma,College Stats
2022,3,67,NYG,Joshua Ezeudu,OL,22,2024,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats
2022,3,68,CLE,Martin Emerson,CB,21,2024,0,0,2,13,13,50,0,0,0,0,0,0,0,0,0,0,0,158,4,1.0,Mississippi St.,College Stats
2022,3,69,TEN,Nicholas Petit-Frere,T,22,2024,0,0,1,11,11,34,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.,College Stats
2022,3,70,JAX,Chad Muma,LB,23,2024,0,0,0,6,6,50,0,0,0,0,0,0,0,0,0,0,0,48,,1.5,Wyoming,College Stats
2022,3,71,CHI,Velus Jones Jr.,WR,25,2024,0,0,0,3,3,29,0,0,0,0,0,20,165,1,12,135,1,1,,,Tennessee,College Stats
2022,3,72,SEA,Abraham Lucas,OL,23,2024,0,0,1,15,15,29,0,0,0,0,0,0,0,0,0,0,0,1,,,Washington St.,College Stats
2022,3,73,IND,Jelani Woods,TE,23,2022,0,0,0,2,2,15,0,0,0,0,0,0,0,0,25,312,3,1,,,Virginia,College Stats
2022,3,74,ATL,Desmond Ridder,QB,23,2024,0,0,1,13,12,25,374,588,4002,16,14,78,293,5,1,-6,0,,,,Cincinnati,College Stats
2022,3,75,HOU,Christian Harris,LB,21,2024,0,0,2,13,13,31,0,0,0,0,0,0,0,0,0,0,0,124,1,4.0,Alabama,College Stats
2022,3,76,BAL,Travis Jones,DT,22,2024,0,0,1,9,9,49,0,0,0,0,0,0,0,0,0,0,0,56,,3.5,Connecticut,College Stats
2022,3,77,IND,Bernhard Raimann,OL,24,2024,0,0,3,17,17,45,0,0,0,0,0,0,0,0,0,0,0,,,,Central Michigan,College Stats
2022,3,78,CLE,Alex Wright,DE,22,2024,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,34,,6.0,Ala-Birmingham,College Stats
2022,3,79,LAC,JT Woods,S,22,2023,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,7,,,Baylor,College Stats
2022,3,80,DEN,Greg Dulcich,TE,22,2024,0,0,0,3,3,21,0,0,0,0,0,0,0,0,41,464,2,,,,UCLA,College Stats
2022,3,81,NYG,Cordale Flott,CB,21,2024,0,0,1,9,9,39,0,0,0,0,0,0,0,0,0,0,0,76,2,,LSU,College Stats
2022,3,82,ATL,DeAngelo Malone,DE,23,2024,0,0,0,3,3,49,0,0,0,0,0,0,0,0,0,0,0,30,,3.0,Western Kentucky,College Stats
2022,3,83,PHI,Nakobe Dean,LB,21,2024,0,0,1,10,10,37,0,0,0,0,0,0,0,0,0,0,0,111,1,3.5,Georgia,College Stats
2022,3,84,PIT,DeMarvin Leal,DT,22,2024,0,0,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,20,,1.0,Texas A&M,College Stats
2022,3,85,NWE,Marcus Jones,CB,23,2024,1,0,1,14,14,31,0,0,0,0,0,1,5,0,5,96,1,86,3,,Houston,College Stats
2022,3,86,TEN,Malik Willis,QB,23,2024,0,0,0,4,1,18,75,120,900,3,3,52,282,2,0,0,0,1,,,Liberty,College Stats
2022,3,87,ARI,Cameron Thomas,DE,22,2024,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,26,,4.0,San Diego St.,College Stats
2022,3,88,DAL,Jalen Tolbert,WR,23,2024,0,0,1,7,7,42,0,0,0,0,0,0,0,0,73,890,9,4,,,South Alabama,College Stats
2022,3,89,BUF,Terrel Bernard,LB,23,2024,0,0,2,19,19,46,0,0,0,0,0,0,0,0,0,0,0,150,5,7.5,Baylor,College Stats
2022,3,90,LVR,Dylan Parham,OL,23,2024,0,0,3,16,16,49,0,0,0,0,0,0,0,0,0,0,0,1,,,Memphis,College Stats
2022,3,91,TAM,Rachaad White,RB,23,2024,0,0,2,21,21,50,0,0,0,0,0,545,2084,10,165,1232,11,4,,,Arizona St.,College Stats
2022,3,92,GNB,Sean Rhyan,OL,21,2024,0,0,1,10,10,30,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
2022,3,93,SFO,Tyrion Davis-Price,RB,21,2024,0,0,0,1,1,8,0,0,0,0,0,43,127,0,0,0,0,,,,LSU,College Stats
2022,3,94,CAR,Matt Corral,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats
2022,3,95,CIN,Zachary Carter,DE,23,2024,0,0,1,10,9,45,0,0,0,0,0,0,0,0,0,0,0,28,,2.0,Florida,College Stats
2022,3,96,IND,Nick Cross,DB,20,2024,0,0,1,10,10,50,0,0,0,0,0,0,0,0,0,0,0,122,4,1.0,Maryland,College Stats
2022,3,97,DET,Kerby Joseph,DB,21,2024,1,0,3,23,23,49,0,0,0,0,0,0,0,0,0,0,0,182,17,,Illinois,College Stats
2022,3,98,WAS,Brian Robinson Jr.,RB,23,2024,0,0,3,16,16,41,0,0,0,0,0,570,2329,15,65,587,5,1,,,Alabama,College Stats
2022,3,99,CLE,David Bell,WR,21,2024,0,0,0,3,3,32,0,0,0,0,0,0,0,0,41,408,3,1,,,Purdue,College Stats
2022,3,100,ARI,Myjai Sanders,DE,24,2023,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,21,,3.0,Cincinnati,College Stats
2022,3,101,NYJ,Jeremy Ruckert,TE,22,2024,0,0,1,2,2,41,0,0,0,0,0,0,0,0,35,264,0,3,,,Ohio St.,College Stats
2022,3,102,MIA,Channing Tindall,LB,22,2024,0,0,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,8,,,Georgia,College Stats
2022,3,103,KAN,Leo Chenal,LB,21,2024,0,0,2,14,14,51,0,0,0,0,0,0,0,0,0,0,0,99,,5.0,Wisconsin,College Stats
2022,3,104,LAR,Logan Bruss,OL,23,2024,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
2022,3,105,SFO,Danny Gray,WR,23,2022,0,0,0,0,0,13,0,0,0,0,0,1,9,0,1,10,0,,,,SMU,College Stats
2022,4,106,TAM,Cade Otton,TE,23,2024,0,0,3,13,13,47,0,0,0,0,0,1,-4,0,148,1446,10,5,,,Washington,College Stats
2022,4,107,HOU,Dameon Pierce,RB,22,2024,0,0,1,12,12,38,0,0,0,0,0,405,1648,8,45,268,1,1,,,Florida,College Stats
2022,4,108,CLE,Perrion Winfrey,DT,22,2023,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,0.5,Oklahoma,College Stats
2022,4,109,SEA,Coby Bryant,CB,23,2024,0,0,0,8,8,43,0,0,0,0,0,0,0,0,0,0,0,114,3,2.0,Cincinnati,College Stats
2022,4,110,BAL,Daniel Faalele,T,22,2024,0,0,1,12,12,49,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,College Stats
2022,4,111,NYJ,Max Mitchell,T,22,2024,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,College Stats
2022,4,112,NYG,Daniel Bellinger,TE,21,2024,0,0,2,6,6,46,0,0,0,0,0,1,2,1,69,648,2,2,,,San Diego St.,College Stats
2022,4,113,WAS,Percy Butler,S,22,2024,0,0,1,6,6,47,0,0,0,0,0,0,0,0,0,0,0,73,,,Louisiana,College Stats
2022,4,114,NYG,Dane Belton,DB,21,2024,0,0,0,8,8,49,0,0,0,0,0,1,10,0,0,0,0,74,5,2.0,Iowa,College Stats
2022,4,115,DEN,Damarri Mathis,DB,23,2024,0,0,1,7,7,43,0,0,0,0,0,0,0,0,0,0,0,81,,,Pittsburgh,College Stats
2022,4,116,DEN,Eyioma Uwazurike,DE,24,2024,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,14,,0.5,Iowa St.,College Stats
2022,4,117,NYJ,Micheal Clemons,DT,25,2024,0,0,1,10,10,49,0,0,0,0,0,0,0,0,0,0,0,54,,7.5,Texas A&M,College Stats
2022,4,118,MIN,Akayleb Evans,DB,23,2024,0,0,1,6,6,34,0,0,0,0,0,0,0,0,0,0,0,72,1,,Missouri,College Stats
2022,4,119,BAL,Jalyn Armour-Davis,DB,23,2024,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,12,,,Alabama,College Stats
2022,4,120,CAR,Brandon Smith,LB,21,2023,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,Penn St.,College Stats
2022,4,121,NWE,Jack Jones,DB,24,2024,0,0,1,10,2,42,0,0,0,0,0,0,0,0,0,0,0,105,7,,Arizona St.,College Stats
2022,4,122,LVR,Zamir White,RB,22,2024,0,0,0,5,5,39,0,0,0,0,0,186,704,2,21,128,0,1,,,Georgia,College Stats
2022,4,123,LAC,Isaiah Spiller,RB,21,2023,0,0,0,1,1,15,0,0,0,0,0,55,137,0,9,47,0,,,,Texas A&M,College Stats
2022,4,124,CLE,Cade York,K,21,2024,0,0,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats
2022,4,125,MIA,Erik Ezukanma,WR,22,2024,0,0,0,0,0,5,0,0,0,0,0,5,22,0,1,3,0,,,,Texas Tech,College Stats
2022,4,126,LVR,Neil Farrell,DT,23,2024,0,0,0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,5,,,LSU,College Stats
2022,4,127,NWE,Pierre Strong,RB,23,2024,0,0,0,4,1,46,0,0,0,0,0,99,499,2,26,193,0,14,,,South Dakota St.,
2022,4,128,BAL,Charlie Kolar,TE,23,2024,0,0,0,2,2,30,0,0,0,0,0,1,2,0,20,267,2,5,,,Iowa St.,College Stats
2022,4,129,DAL,Jake Ferguson,TE,23,2024,0,1,2,15,15,47,0,0,0,0,0,0,0,0,149,1429,7,1,,,Wisconsin,College Stats
2022,4,130,BAL,Jordan Stout,P,24,2024,0,0,2,6,6,51,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.,College Stats
2022,4,131,TEN,Hassan Haskins,RB,22,2024,0,0,0,2,1,32,0,0,0,0,0,59,182,2,14,106,1,11,,,Michigan,College Stats
2022,4,132,GNB,Romeo Doubs,WR,22,2024,0,0,2,16,16,43,0,0,0,0,0,1,11,0,147,1700,15,,,,Nevada,College Stats
2022,4,133,TAM,Jake Camarda,P,23,2024,0,0,2,8,8,38,0,0,0,0,0,0,0,0,0,0,0,6,,,Georgia,College Stats
2022,4,134,SFO,Spencer Burford,OL,22,2024,0,0,2,14,14,45,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas-San Antonio,College Stats
2022,4,135,KAN,Joshua Williams,CB,22,2024,0,0,0,5,5,50,0,0,0,0,0,0,0,0,0,0,0,62,1,1.0,Fayetteville St.,
2022,4,136,CIN,Cordell Volson,T,24,2024,0,0,3,22,22,50,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.,
2022,4,137,NWE,Bailey Zappe,QB,23,2024,0,0,0,2,2,15,208,335,2223,12,14,29,85,1,1,-6,0,,,,Western Kentucky,College Stats
2022,4,138,PIT,Calvin Austin III,WR,23,2024,0,0,0,8,8,34,0,0,0,0,0,11,57,1,53,728,5,,,,Memphis,College Stats
2022,4,139,BAL,Isaiah Likely,TE,22,2024,0,0,1,12,12,49,0,0,0,0,0,0,0,0,108,1261,14,4,,,Coastal Carolina,College Stats
2022,4,140,GNB,Zach Tom,OL,23,2024,0,0,2,20,20,43,0,0,0,0,0,0,0,0,0,0,0,1,,,Wake Forest,College Stats
2022,4,141,BAL,Damarion Williams,CB,24,2023,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,,Houston,College Stats
2022,4,142,LAR,Cobie Durant,DB,24,2024,0,0,2,10,10,44,0,0,0,0,0,0,0,0,0,0,0,66,4,2.0,South Carolina St.,
2022,4,143,TEN,Chigoziem Okonkwo,TE,22,2024,0,0,1,12,12,51,0,0,0,0,0,6,25,0,138,1457,6,8,,,Maryland,College Stats
2022,5,144,WAS,Sam Howell,QB,21,2024,0,0,1,12,12,20,404,645,4139,22,23,54,300,6,1,4,0,,,,North Carolina,College Stats
2022,5,145,KAN,Darian Kinnard,T,22,2024,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats
2022,5,146,NYG,Micah McFadden,LB,22,2024,0,0,2,18,18,47,0,0,0,0,0,0,0,0,0,0,0,159,1,6.0,Indiana,College Stats
2022,5,147,NYG,D.J. Davidson,DT,22,2024,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,20,,2.5,Arizona St.,College Stats
2022,5,148,BUF,Khalil Shakir,WR,22,2024,0,0,2,18,18,46,0,0,0,0,0,3,14,0,125,1593,7,1,,,Boise St.,College Stats
2022,5,149,WAS,Cole Turner,TE,22,2023,0,0,0,1,1,22,0,0,0,0,0,0,0,0,13,143,0,1,,,Nevada,College Stats
2022,5,150,HOU,Thomas Booker,DE,22,2024,0,0,0,3,1,27,0,0,0,0,0,0,0,0,0,0,0,19,,1.5,Stanford,College Stats
2022,5,151,ATL,Tyler Allgeier,RB,22,2024,0,0,0,16,16,50,0,0,0,0,0,533,2362,10,47,420,2,4,,,BYU,College Stats
2022,5,152,DEN,Delarrin Turner-Yell,S,22,2023,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,32,,,Oklahoma,College Stats
2022,5,153,SEA,Riq Woolen,CB,23,2024,0,1,3,19,19,48,0,0,0,0,0,0,0,0,0,0,0,120,11,,Texas-San Antonio,College Stats
2022,5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi,College Stats
2022,5,155,DAL,Matt Waletzko,OL,22,2024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota,
2022,5,156,CLE,Jerome Ford,RB,22,2024,0,0,1,10,10,44,0,0,0,0,0,316,1390,7,81,544,5,1,,,Cincinnati,College Stats
2022,5,157,TAM,Zyon McCollum,DB,23,2024,0,0,2,13,13,47,0,0,0,0,0,0,0,0,0,0,0,122,2,,Sam Houston St.,
2022,5,158,SEA,Tyreke Smith,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
2022,5,159,IND,Eric Johnson,DT,24,2024,0,0,0,3,2,39,0,0,0,0,0,0,0,0,0,0,0,9,,1.0,Missouri State,
2022,5,160,LAC,Otito Ogbonnia,DT,22,2024,0,0,1,11,11,32,0,0,0,0,0,0,0,0,0,0,0,37,,,UCLA,College Stats
2022,5,161,NOR,D'Marco Jackson,LB,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,11,,,Appalachian St.,College Stats
2022,5,162,DEN,Montrell Washington,WR,23,2024,0,0,0,0,0,22,0,0,0,0,0,5,30,0,4,2,0,,,,Samford,
2022,5,163,TEN,Kyle Philips,WR,23,2023,0,0,0,3,3,13,0,0,0,0,0,0,0,0,23,259,0,,,,UCLA,College Stats
2022,5,164,LAR,Kyren Williams,RB,22,2024,0,1,2,20,20,38,0,0,0,0,0,579,2582,26,75,464,5,2,,,Notre Dame,College Stats
2022,5,165,MIN,Esezi Otomewo,DT,23,2024,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,3,,0.5,Minnesota,College Stats
2022,5,166,CIN,Tycen Anderson,S,23,2024,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,15,,,Toledo,College Stats
2022,5,167,DAL,DaRon Bland,DB,23,2024,1,1,1,19,19,41,0,0,0,0,0,0,0,0,0,0,0,120,14,,Fresno St.,College Stats
2022,5,168,CHI,Braxton Jones,OL,23,2024,0,0,3,16,16,40,0,0,0,0,0,0,0,0,0,0,0,1,,,Southern Utah,
2022,5,169,MIN,Ty Chandler,RB,24,2024,0,0,0,6,6,37,0,0,0,0,0,164,663,3,27,201,0,3,,,North Carolina,College Stats
2022,5,170,HOU,Teagan Quitoriano,TE,22,2024,0,0,0,1,1,23,0,0,0,0,0,0,0,0,9,146,2,2,,,Oregon St.,College Stats
2022,5,171,DEN,Luke Wattenberg,OL,24,2024,0,0,1,7,7,36,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats
2022,5,172,SFO,Samuel Womack,CB,23,2024,0,0,0,6,2,40,0,0,0,0,0,0,0,0,0,0,0,45,3,,Toledo,College Stats
2022,5,173,NYG,Marcus McKethan,OL,23,2023,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats
2022,5,174,CHI,Dominique Robinson,DE,24,2024,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,28,,2.0,Miami (OH),College Stats
2022,5,175,LVR,Matthew Butler,DT,23,2024,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,5,,0.5,Tennessee,College Stats
2022,5,176,DAL,Damone Clark,LB,22,2024,0,0,1,13,13,41,0,0,0,0,0,0,0,0,0,0,0,115,,0.5,LSU,College Stats
2022,5,177,DET,James Mitchell,TE,23,2024,0,0,0,1,1,30,0,0,0,0,0,0,0,0,13,141,1,,,,Virginia Tech,College Stats
